PlackettLuce_Tau,MallowsModel_Tau,PreferenceModel_Tau,PlackettLuceRPC_Tau,Fold_idx
0.8803921568627451,0.23529411764705882,0.8627450980392155,0.8431372549019608,0
0.8481262327416172,0.1952662721893491,0.8520710059171598,0.8402366863905325,1
0.834319526627219,0.19921104536489154,0.8303747534516764,0.7948717948717947,2
0.8224852071005917,0.24260355029585798,0.8185404339250492,0.8362919132149902,3
0.8816568047337278,0.1952662721893491,0.854043392504931,0.8599605522682444,4
