metric,k,mean_within_var_topk,mean_within_var_bottomk,auc_abs_diff_mean_curves,quality_ratio
Leaderboard,10,0.0035723500194024278,0.043643864456660374,0.6190823365787189,26.223293985855296
Math,10,0.0054741191866330115,0.043643864456660374,0.6025071132678428,24.53305565712393
Safety,10,0.0035793372056477793,0.05124260120219681,0.6027753422617752,21.990296576362304
Focus,10,0.0038450336916730876,0.053370097993084294,0.590261621240351,20.633059955954586
ECE,10,0.0010903669777840208,0.0651386952021182,0.6110125202738623,18.451492445889652
Factuality,10,0.025727395322340207,0.043643864456660374,0.5587248635841988,16.108251899938036
Ties,10,0.02421670749934906,0.053370097993084294,0.528859247774769,13.632710984929345
