metric,k,mean_within_var_topk,mean_within_var_bottomk,auc_abs_diff_mean_curves,quality_ratio
ECE,15,0.004113683598813071,0.06407321640202449,0.5008153693517746,14.689489310437445
Leaderboard,15,0.018551261512058537,0.05564106281270478,0.47625419643657957,12.83836840962215
Focus,15,0.018651653024818277,0.058776357847555916,0.4635084115793173,11.972628673913706
Safety,15,0.018636890769802884,0.06857875101631741,0.4406398290024931,10.10460554938009
Factuality,15,0.02306786372633477,0.06588203144037436,0.4301925190929162,9.672693110587268
Ties,15,0.01776392467705622,0.0747669698497794,0.4261211609717138,9.210354296076122
Math,15,0.021811428187013687,0.08597842583893205,0.3980410211150285,7.385500698643341
