metric,k,mean_within_var_topk,mean_within_var_bottomk,auc_abs_diff_mean_curves,quality_ratio
Leaderboard,2,4.94890112542511e-05,0.0013121305174898011,0.8489875610958827,1247.0261213599904
Safety,2,9.606901025182403e-05,0.0013121305174898011,0.845235136802984,1200.4479748094602
Focus,2,0.00020170359163499852,0.0012706818515478226,0.8462486809458429,1149.49340706199
ECE,2,0.0012066065463498933,0.0013121305174898011,0.8220683061398772,652.7623047988272
Factuality,2,0.0011522508663368931,0.010811019211934135,0.766829968978051,128.19738480077487
Math,2,4.94890112542511e-05,0.07181540091079561,0.6178347122964982,17.194341018248398
Ties,2,0.0005505962209157678,0.07387958219698638,0.5853504512251626,15.728847186765405
