metric,k,mean_within_var_topk,mean_within_var_bottomk,auc_abs_diff_mean_curves,quality_ratio
ECE,20,0.005113638354414554,0.0691312166591576,0.4163921437681592,11.2167272380241
Leaderboard,20,0.014169474212086898,0.0593309086957261,0.41156670859260924,11.199035768224855
Focus,20,0.014377406934227038,0.06417681764934385,0.39564335677995877,10.073127419111
Safety,20,0.014409297489427339,0.06969688032597662,0.3828541901068584,9.104068215727073
Factuality,20,0.018126276499008,0.06618547840013492,0.3784888610426604,8.978317708757114
Ties,20,0.018405376514766023,0.08206369478489849,0.34002874327410537,6.768824253449071
Math,20,0.017157836622756575,0.08732861433069077,0.33045360090059794,6.325290942105062
