PlackettLuce_Tau,MallowsModel_Tau,PreferenceModel_Tau,PlackettLuceRPC_Tau,Fold_idx
0.9598021026592456,0.3922902494331066,0.9532055246340961,0.9573283858998145,0
0.9556792413935271,0.3976499690785405,0.953411667697382,0.9529993815708102,1
0.9513502370645228,0.34487734487734484,0.9558853844568131,0.9447536590393734,2
0.9560915275200991,0.4110492681921254,0.9550608122036693,0.9488765203050918,3
0.951144094001237,0.3461142032570604,0.948051948051948,0.9393939393939394,4
