metric,k,mean_within_var_topk,mean_within_var_bottomk,auc_abs_diff_mean_curves,quality_ratio
ECE,5,0.000327151628915815,0.006845449126735989,0.6914501446434665,192.80318757622763
Focus,5,0.00041460760907138024,0.006845449126735989,0.6889397073751171,189.78906977059955
Safety,5,0.00499857655011672,0.006694744697834108,0.6431705197973087,110.00647396051198
Leaderboard,5,0.005396307183006943,0.006694744697834108,0.6594076250833291,109.0736573579878
Math,5,0.0023303679713184747,0.03365550658988089,0.6144505672339979,34.149541990698786
Factuality,5,0.005315230732667412,0.040208688523799475,0.5335707729109722,23.441337283882238
Ties,5,0.004878594373763965,0.04891770699006836,0.5190836433687882,19.29811642026655
