metric,k,mean_within_var_topk,mean_within_var_bottomk,auc_abs_diff_mean_curves,quality_ratio
ECE,20,0.001094024350956347,0.052658471755500626,0.36225637978707953,13.478681215330022
Leaderboard,20,0.008283692504895584,0.04750321975809178,0.3494505416736528,12.528047439290622
Focus,20,0.008305789610082154,0.05149152224775047,0.3327516450272628,11.129317846502747
Factuality,20,0.00907803713630941,0.052442695174006126,0.3275044004930431,10.646960404516562
Safety,20,0.00849245818100486,0.05392052762684491,0.3263363586642613,10.457322444354528
Ties,20,0.010073229966156168,0.06345512496465776,0.29916597768780123,8.137431551709875
Math,20,0.009403040067604658,0.06592422610305296,0.2931012056014501,7.782074685403632
