PlackettLuce_Tau,MallowsModel_Tau,PreferenceModel_Tau,PlackettLuceRPC_Tau,Fold_idx
0.7999999999999999,0.11111111111111116,0.8,0.9111111111111111,0
0.8888888888888888,0.2222222222222222,0.9333333333333332,1.0,1
0.7999999999999997,0.17777777777777778,0.7999999999999999,0.6888888888888888,2
0.7777777777777776,-2.4054832200211726e-17,0.7999999999999999,0.8666666666666666,3
0.7999999999999999,-0.02222222222222221,0.8222222222222222,0.8888888888888888,4
