model,k,fold,ece,k_label
PlackettLuce,1,0,0.09075346340735753,1
PlackettLuce,1,1,0.09279730108877023,1
PlackettLuce,1,2,0.10544481376806895,1
PlackettLuce,1,3,0.17537853928903738,1
PlackettLuce,1,4,0.13659532616535822,1
PlackettLuce,2,0,0.06952526653185487,2
PlackettLuce,2,1,0.06806851488848527,2
PlackettLuce,2,2,0.09918037801980972,2
PlackettLuce,2,3,0.10509181069210172,2
PlackettLuce,2,4,0.11937598108003537,2
MallowsModel,1,0,0.07320523262023926,1
MallowsModel,1,1,0.037891666094462075,1
MallowsModel,1,2,0.031062086423238117,1
MallowsModel,1,3,0.13155935208002725,1
MallowsModel,1,4,0.18144150575002035,1
MallowsModel,2,0,0.11221932371457417,2
MallowsModel,2,1,0.09619052211443584,2
MallowsModel,2,2,0.10627136627833049,2
MallowsModel,2,3,0.11725423733393352,2
MallowsModel,2,4,0.12073798974355061,2
PreferenceModel,1,0,0.11437229563792546,1
PreferenceModel,1,1,0.22915943463643393,1
PreferenceModel,1,2,0.1428256332874298,1
PreferenceModel,1,3,0.12816456953684488,1
PreferenceModel,1,4,0.19162599742412567,1
PreferenceModel,2,0,0.07560530677437782,2
PreferenceModel,2,1,0.06718639048631303,2
PreferenceModel,2,2,0.11221738501141469,2
PreferenceModel,2,3,0.12570313604859015,2
PreferenceModel,2,4,0.11158121020222704,2
PlackettLuceRPC,1,0,0.2067600041627884,1
PlackettLuceRPC,1,1,0.22520541151364645,1
PlackettLuceRPC,1,2,0.21140795946121216,1
PlackettLuceRPC,1,3,0.19452963521083197,1
PlackettLuceRPC,1,4,0.18392828603585562,1
PlackettLuceRPC,2,0,0.2638579433163007,2
PlackettLuceRPC,2,1,0.2719031622012456,2
PlackettLuceRPC,2,2,0.3192960371573766,2
PlackettLuceRPC,2,3,0.3583698769410451,2
PlackettLuceRPC,2,4,0.310124804576238,2
RPC,1,0,-1.0,1
RPC,1,1,-1.0,1
RPC,1,2,-1.0,1
RPC,1,3,-1.0,1
RPC,1,4,-1.0,1
RPC,2,0,-1.0,2
RPC,2,1,-1.0,2
RPC,2,2,-1.0,2
RPC,2,3,-1.0,2
RPC,2,4,-1.0,2
