PlackettLuce_Tau,MallowsModel_Tau,PreferenceModel_Tau,PlackettLuceRPC_Tau,Fold_idx
0.8974358974358976,0.5522682445759368,0.8323471400394479,0.719921104536489,0
0.890873015873016,0.601190476190476,0.8492063492063492,0.8075396825396827,1
0.9206349206349206,0.5853174603174602,0.8988095238095238,0.7916666666666666,2
0.8015873015873017,0.4880952380952381,0.8412698412698413,0.6488095238095238,3
0.8869047619047619,0.5992063492063492,0.8551587301587301,0.7876984126984126,4
